Intercepto,avg_speed,avg_strikes,avg_balls,avg_strikeouts,pitch_name_4-Seam Fastball,pitch_name_Changeup,pitch_name_Curveball,pitch_name_Cutter,pitch_name_Eephus,pitch_name_Forkball,pitch_name_Knuckle Curve,pitch_name_Other,pitch_name_Pitch Out,pitch_name_Sinker,pitch_name_Slider,pitch_name_Slow Curve,pitch_name_Slurve,pitch_name_Split-Finger,pitch_name_Sweeper
0.788906,-0.008116,-0.037545,-0.004930,-0.018188,0.148522,0.067084,0.000062,0.079257,-0.421657,-0.001520,0.032992,0.111038,-0.063031,0.128452,0.058917,-0.181989,-0.034640,0.044853,0.031660
