batter,pitch_name,num_turns,total_hits,avg_batting,total_strikeouts,avg_strikeouts,avg_balls,avg_strikes,avg_speed,min_speed,max_speed,std_speed
Tommy Edman,Slider,93,9,0.0967741935483871,4,0.043010752688172046,1.053763440860215,1.2043010752688172,86.43225806451613,74.1,92.1,3.243061905368264
Tommy Edman,Slurve,3,0,0.0,1,0.3333333333333333,1.3333333333333333,2.0,82.91666666666667,81.15,84.9,1.884365498870461
Tommy Edman,Split-Finger,34,3,0.08823529411764706,2,0.058823529411764705,1.1764705882352942,1.4705882352941178,86.35514705882352,80.15,93.5,3.678092857074226
Tommy Edman,Sweeper,53,4,0.07547169811320754,3,0.05660377358490566,1.0566037735849056,1.0943396226415094,83.32798742138364,71.2,89.4,3.46387457455012
Will Smith,4-Seam Fastball,309,32,0.10355987055016182,38,0.12297734627831715,2.3268608414239482,1.9676375404530744,94.89609051681866,85.4,101.4,2.4323527134978025
Will Smith,Changeup,105,11,0.10476190476190476,6,0.05714285714285714,1.3714285714285714,1.5047619047619047,86.14547619047619,76.65,95.44999999999999,4.115030530480758
Will Smith,Curveball,94,5,0.05319148936170213,7,0.07446808510638298,1.202127659574468,1.4361702127659575,79.97553191489361,37.2,89.6,5.875579461053359
Will Smith,Cutter,96,8,0.08333333333333333,2,0.020833333333333332,1.4375,1.125,90.08256944444445,80.9,96.95,2.9166543149278983
Will Smith,Forkball,2,0,0.0,0,0.0,1.0,2.5,83.775,83.5,84.05,0.38890872965260415
Will Smith,Knuckle Curve,24,2,0.08333333333333333,1,0.041666666666666664,2.0,1.3333333333333333,83.31361111111111,75.6,88.36,3.702572798759359
Will Smith,Other,3,1,0.3333333333333333,0,0.0,0.0,0.3333333333333333,67.8,64.3,73.5,4.978955713801846
Will Smith,Sinker,183,22,0.12021857923497267,10,0.0546448087431694,1.5519125683060109,1.3169398907103824,94.2915300546448,85.0,99.4,2.6397442530995052
Will Smith,Slider,190,22,0.11578947368421053,14,0.07368421052631578,1.6789473684210525,1.6368421052631579,86.14038596491228,35.6,93.2,5.3082472074869065
Will Smith,Split-Finger,30,3,0.1,4,0.13333333333333333,1.0666666666666667,1.5,86.44,82.1,93.3,3.470184582191959
Will Smith,Sweeper,104,2,0.019230769230769232,7,0.0673076923076923,1.3557692307692308,2.0576923076923075,83.54439102564103,69.6,90.4,3.0442244293676533
