batter,pitch_name,num_turns,total_hits,avg_batting,total_strikeouts,avg_strikeouts,avg_balls,avg_strikes,avg_speed,min_speed,max_speed,std_speed
Miguel Rojas,Split-Finger,24,0,0.0,1,0.041666666666666664,0.7083333333333334,1.7916666666666667,85.65833333333335,80.7,94.2,3.4296871028110427
Miguel Rojas,Sweeper,54,2,0.037037037037037035,3,0.05555555555555555,1.2407407407407407,1.6296296296296295,83.43731481481481,70.6,88.25,3.1013638444509204
Mookie Betts,4-Seam Fastball,418,52,0.12440191387559808,12,0.028708133971291867,1.6794258373205742,1.3014354066985645,94.81268967874232,85.3,100.55,2.305360999897832
Mookie Betts,Changeup,139,12,0.08633093525179857,13,0.09352517985611511,1.3597122302158273,1.3669064748201438,85.97511990407673,77.05,95.6,3.801769730711973
Mookie Betts,Curveball,116,4,0.034482758620689655,6,0.05172413793103448,0.9224137931034483,1.2844827586206897,79.9837643678161,71.1,87.6,3.5907829278328594
Mookie Betts,Cutter,169,9,0.05325443786982249,6,0.03550295857988166,1.047337278106509,1.0059171597633136,89.96282051282051,83.2,98.15,2.646729788140178
Mookie Betts,Knuckle Curve,34,3,0.08823529411764706,2,0.058823529411764705,0.9411764705882353,1.4411764705882353,83.74852941176471,76.1,89.6,3.6037120023773386
Mookie Betts,Sinker,264,32,0.12121212121212122,8,0.030303030303030304,1.4659090909090908,1.1704545454545454,94.2131259018759,85.4,100.1,2.427286512732118
Mookie Betts,Slider,263,23,0.08745247148288973,15,0.057034220532319393,1.2243346007604563,1.376425855513308,87.10738276299114,76.80000000000001,96.9,2.7946410694482684
Mookie Betts,Slurve,8,0,0.0,0,0.0,0.625,1.0,82.23125,76.9,86.7,3.2349583238649067
Mookie Betts,Split-Finger,39,5,0.1282051282051282,1,0.02564102564102564,1.1282051282051282,1.564102564102564,86.58205128205128,80.0,99.1,4.296854528536681
Mookie Betts,Sweeper,125,12,0.096,5,0.04,1.36,1.512,83.6926,73.5,88.5,2.448363054929865
Shohei Ohtani,4-Seam Fastball,460,49,0.10652173913043478,53,0.11521739130434783,1.673913043478261,1.4369565217391305,94.91972463768116,85.9,102.6,2.5162943274985796
Shohei Ohtani,Changeup,235,22,0.09361702127659574,30,0.1276595744680851,1.7063829787234042,1.6680851063829787,87.38423404255319,76.6,94.8,3.366734013116491
Shohei Ohtani,Curveball,159,12,0.07547169811320754,24,0.1509433962264151,1.5220125786163523,1.679245283018868,81.00235849056604,68.5,90.3,3.4047046868985564
Shohei Ohtani,Cutter,148,14,0.0945945945945946,9,0.060810810810810814,1.5337837837837838,1.0743243243243243,90.29014639639641,80.85,97.7,2.9189565091626473
Shohei Ohtani,Forkball,3,0,0.0,0,0.0,1.0,1.3333333333333333,83.14999999999999,82.35,83.9,0.7762087348130055
Shohei Ohtani,Knuckle Curve,51,9,0.17647058823529413,6,0.11764705882352941,1.392156862745098,1.392156862745098,83.13496732026144,76.9,87.7,3.3311864001049254
Shohei Ohtani,Other,2,0,0.0,0,0.0,1.0,2.0,65.80000000000001,65.2,66.4,0.848528137423854
Shohei Ohtani,Sinker,246,27,0.10975609756097561,22,0.08943089430894309,1.5691056910569106,1.2439024390243902,93.93776229190864,83.1,99.9,2.904182693011475
Shohei Ohtani,Slider,256,24,0.09375,23,0.08984375,1.640625,1.55078125,86.32982421875,76.0,96.3,3.112475708232802
Shohei Ohtani,Slurve,12,0,0.0,3,0.25,1.5,1.1666666666666667,79.67083333333333,77.7,83.2,1.8691828955374339
Shohei Ohtani,Split-Finger,70,6,0.08571428571428572,3,0.04285714285714286,1.4,1.542857142857143,87.35080952380952,81.1,100.1,3.9645775538617407
Shohei Ohtani,Sweeper,119,10,0.08403361344537816,16,0.13445378151260504,1.4453781512605042,1.504201680672269,82.80214285714285,70.5,88.8,3.0015304958404663
Teoscar Hernandez,4-Seam Fastball,309,42,0.13592233009708737,33,0.10679611650485436,1.7540453074433657,1.796116504854369,94.99851132686085,86.4,100.85,2.39071836162136
Teoscar Hernandez,Changeup,128,13,0.1015625,11,0.0859375,1.40625,1.6171875,86.22721354166667,77.1,94.9,3.589949560064136
Teoscar Hernandez,Curveball,92,8,0.08695652173913043,10,0.10869565217391304,1.076086956521739,1.3478260869565217,80.15760869565217,73.8,87.5,3.152523276683842
Teoscar Hernandez,Cutter,120,7,0.058333333333333334,9,0.075,1.1916666666666667,0.925,89.9161111111111,82.35,97.3,2.914046388688945
Teoscar Hernandez,Forkball,1,0,0.0,0,0.0,0.0,2.0,83.4,83.4,83.4,
Teoscar Hernandez,Knuckle Curve,37,2,0.05405405405405406,3,0.08108108108108109,1.1081081081081081,1.7297297297297298,84.18445945945946,76.6,88.7,3.555430858361414
Teoscar Hernandez,Other,2,1,0.5,0,0.0,0.0,0.5,63.650000000000006,61.9,65.4,2.474873734152919
Teoscar Hernandez,Sinker,238,20,0.08403361344537816,8,0.03361344537815126,1.3781512605042017,1.1554621848739495,94.29248599439777,83.60000000000001,101.6,2.5733189531491365
Teoscar Hernandez,Slider,235,21,0.08936170212765958,39,0.16595744680851063,1.2765957446808511,1.574468085106383,86.69295035460993,75.65,93.4,2.7555925211012506
Teoscar Hernandez,Slurve,3,0,0.0,0,0.0,1.0,0.6666666666666666,79.33333333333333,78.4,79.80000000000001,0.8082903768654742
Teoscar Hernandez,Split-Finger,33,3,0.09090909090909091,5,0.15151515151515152,1.2727272727272727,1.5151515151515151,86.08762626262627,80.1,94.0,3.2216553239125796
Teoscar Hernandez,Sweeper,142,11,0.07746478873239436,16,0.11267605633802817,1.091549295774648,1.5,83.6406103286385,70.25,88.1,2.83658012745957
Tommy Edman,4-Seam Fastball,230,25,0.10869565217391304,22,0.09565217391304348,1.6608695652173913,1.4217391304347826,94.76898550724637,87.1,101.4,2.420540625306756
Tommy Edman,Changeup,146,8,0.0547945205479452,7,0.04794520547945205,1.2534246575342465,1.582191780821918,86.44204500978474,77.5,93.25,3.3415375237535865
Tommy Edman,Curveball,89,8,0.0898876404494382,9,0.10112359550561797,0.8426966292134831,1.0449438202247192,79.27518726591761,70.7,86.9,3.206938396457651
Tommy Edman,Cutter,76,5,0.06578947368421052,3,0.039473684210526314,1.1842105263157894,0.8947368421052632,90.2046052631579,81.7,98.65,2.7901726996652223
Tommy Edman,Eephus,1,0,0.0,0,0.0,0.0,0.0,42.2,42.2,42.2,
Tommy Edman,Forkball,1,0,0.0,0,0.0,2.0,2.0,83.0,83.0,83.0,
Tommy Edman,Knuckle Curve,34,3,0.08823529411764706,5,0.14705882352941177,0.9117647058823529,1.588235294117647,83.02009803921568,74.7,89.0,4.063311621928398
Tommy Edman,Other,2,1,0.5,0,0.0,0.0,1.5,62.25,53.7,70.8,12.091525958289958
Tommy Edman,Sinker,120,14,0.11666666666666667,6,0.05,1.4166666666666667,1.1666666666666667,93.73220833333333,83.25,100.5,3.5572650123370346
